ascl_id	credit	described_in	citation_method
1101.007	Sharma, Sanjib; Bland-Hawthorn, Joss; Johnston, Kathryn V.; Binney, James	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJ...730....3S";}	
1101.008	van der Holst, B.; Toth, G.; Sokolov, I. V.; Powell, K. G.; Holloway, J. P.; Myra, E. S.; Stout, Q.; Adams, M. L.; Morel, J. E.; Drake, R. P.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJS..194...23V";}	Please see citation information here: http://csem.engin.umich.edu/tools/crash/documentation/citing.php
1101.009	Bowyer, Jude; Jaffe, Andrew H.; Novikov, Dmitri I.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011arXiv1101.0520B";}	
1101.010	Taylor, Mark	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ASPC..347...29T";}	http://adsabs.harvard.edu/abs/2005ASPC..347...29T
1102.001	Londrillo, Pasquale; Nipoti, Carlo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009MSAIS..13...89L";}	
1102.002	Deb, Sanghamitra; Goldberg, David M.; Ramdass, Vede J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008ApJ...687...39D";}	
1102.003	Keeton, Charles R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001astro.ph..2340K";}	
1102.004	Kneib, Jean-Paul; Bonnet, Henri; Golse, Ghyslain; Sand, David; Jullo, Eric; Marshall, Phil	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007NJPh....9..447J";}	
1102.005	Starck, Jean-Luc; Pires, Sandrine; Refregier, Alexandre	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2006A%26A...451.1139S";}	http://adsabs.harvard.edu/abs/2006A%26A...451.1139S
1102.006	Aarseth, Sverre J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999PASP..111.1333A";}	
1102.007	Saha, Prasenjit; Williams, Liliya L. R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004AJ....127.2604S";}	
1102.008	Merz, Hugh; Pen, Ue-Li; Trac, Hy	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005NewA...10..393M";}	
1102.009	Knollmann, Steffen R.; Knebe, Alexander	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ApJS..182..608K";}	http://adsabs.harvard.edu/abs/2009ApJS..182..608K and http://adsabs.harvard.edu/abs/2004MNRAS.351..399G
1102.010	Hubber, David; Batty, Chris; McLeod, Andrew; Whitworth, Anthony; Bisbas, Thomas; Stamatellos, Dimitrios; Walch, Stefanie; Rawiraswattana, Krisada; Goodwin, Simon	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011A%26A...529A..27H";}	http://adsabs.harvard.edu/abs/2011A%26A...529A..27H
1102.011	Barnes, Joshua E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.413.2860B";}	
1102.012	Rosolowsky, Erik; Leroy, Adam	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006PASP..118..590R";}	
1102.013	Collaborative Effort	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002gr.qc....10006V";}	
1102.014	Collaborative Effort	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012CQGra..29k5001L";}	Please see citation information here: https://einsteintoolkit.org/citation.html
1102.015	Merz, Hugh; Pen, Ue-Li; Trac, Hy	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005NewA...10..393M";}	
1102.016	Audit, Edouard; González, Matthias; Vaytet, Neil; Fromang, Sebastien; Hennebelle, Patrick; Teyssier, Romain; Tremblin, Pascal; Thooris, Bruno	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2007A%26A...464..429G";}	Publications making use of HERACLES should cite http://adsabs.harvard.edu/abs/2007A%26A...464..429G and this url: http://irfu.cea.fr/Projets/Site_heracles/
1102.017	Masset, Frederic	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2000A%26AS..141..165M";}	
1102.018	Gooch, Richard	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1996ASPC..101...80G";}	Please see citation information at the bottom of this page: http://www.atnf.csiro.au/computing/software/karma/
1102.019	Eisenstein, Daniel; Hut, Piet	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1998ApJ...498..137E";}	
1102.020	N-Body Shop	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1997NewA....2...91G";}	
1102.021	Pound, Marc W.; Wolfire, Mark G.; Mundy, Lee G.; Teuben, Peter; Lord, Steve	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000ASPC..216..628P";}	
1102.022	Pound, M. W.; Wolfire, M. G.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008ASPC..394..654P";}	http://adsabs.harvard.edu/abs/2008ASPC..394..654P and http://adsabs.harvard.edu/abs/2006ApJ...644..283K
1102.023	Mesinger, Andrei; Furlanetto, Steven; Cen, Renyue	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.411..955M";}	http://adsabs.harvard.edu/abs/2007ApJ...669..663M and http://adsabs.harvard.edu/abs/2011MNRAS.411..955M
1102.024	Deller, A. T.; Brisken, W. F.; Phillips, C. J.; Morgan, J.; Alef, W.; Cappallo, R.; Middelberg, E.; Romney, J.; Rottmann, H.; Tingay, S. J.; Wayth, R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PASP..123..275D";}	
1102.025	Lewis, Antony	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005PhRvD..71h3008L";}	
1102.028	Hayes, John C.; Norman, Michael L.; Fiedler, Robert A.; Bordner, James O.; Li, Pak Shing; Clark, Stephen E.; Ud-Doula, Asif; Mac Low, Mordecai-Mark	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006ApJS..165..188H";}	
1103.001	Shepherd, Martin	a:1:{i:0;s:50:"https://adsabs.harvard.edu/abs/1994BAAS...26..987S";}	
1103.002	Pearson, Tim	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009BlgAJ..11...41L";}	
1103.003	Barnes, D. G.; Fluke, C. J.; Bourke, P. D.; Parry, O. T.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006PASA...23...82B";}	Please provide the acknowledgement "Three-dimensional visualisation was conducted with the S2PLOT progamming library" and cite http://adsabs.harvard.edu/abs/2006PASA...23...82B
1103.004	Price, Daniel J.	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/#abs/2007PASA...24..159P/";}	https://ui.adsabs.harvard.edu/#abs/2007PASA...24..159P/
1103.005	Dolag, Klaus; Reinecke, Martin; Gheller, Claudio; Rivi, Marzia; Krokos, Mel; Jin, Zhefan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008NJPh...10l5006D";}	Please acknowledge use by placing a footnote in the main body of the paper referring to the Splotch website at the first image produced with Splotch
1103.006	Doroshkevich, A. G.; Naselsky, P. D.; Verkhodanov, O. V.; Novikov, D. I.; Turchaninov, V. I.; Novikov, I. D.; Christensen, P. R.; Chiang, L.-Y.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005astro.ph..1494D";i:1;s:49:"http://adsabs.harvard.edu/abs/2005IJMPD..14..275D";}	Please see citation information here: http://www.glesp.nbi.dk/acknowledge.html
1103.007	Department Of Energy (DOE) Advanced Simulation and Computing Initiative (ASCI)		Please see citation information here: https://wci.llnl.gov/simulation/computer-codes/visit/faqs/faq32
1103.008	Skory, Stephen; Turk, Matthew J.; Norman, Michael L.; Coil, Alison L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ApJS..191...43S";}	http://adsabs.harvard.edu/abs/2011ApJS..192....9T
1103.009	Altay, Gabriel; Croft, Rupert A. C.; Pelupessy, I.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008MNRAS.386.1931A";}	
1103.010	Couchman, Hugh; Pearce, Frazer; Thomas, Peter	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/1997NewA....2..411P";i:1;s:49:"http://adsabs.harvard.edu/abs/1996astro.ph..3116C";}	
1103.011	Couchman, Hugh; Pearce, Frazer; Thomas, Peter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1991ApJ...368L..23C";}	http://adsabs.harvard.edu/abs/1991ApJ...368L..23C
1103.012	Huston, Ian		Please see citation information here: http://pyflation.ianhuston.net/related-publications/
1103.014	Numerous		Ahrens, James; Geveci, Berk; Law, Charles; ParaView: An End-User Tool for Large Data Visualization, Visualization Handbook, Elsevier, 2005, or Ayachit, Utkarsh, The ParaView Guide: A Parallel Visualization Application, Kitware, 2015
1103.015	Morisset, Christophe	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006IAUS..234..467M";}	http://adsabs.harvard.edu/abs/2013ascl.soft04020M
1104.001	Barbey, Nicolas; Guennou, Chloé; Auchère, Frédéric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013SoPh..283..227B";}	
1104.002	Cunningham, Andrew J.; Frank, Adam; Varniere, Peggy; Mitran, Sorin; Jones, Thomas W.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ApJS..182..519C";}	
1104.003	Leitherer, Claus; Schaerer, Daniel; Goldader, Jeff; Gonzalez-Delgado, Rosa; Robert, Carmelle; Foo Kune, Denis; de Mello, Duilia; Devost, Daniel; Heckman, Timothy M.; Aloisi, Alessandra; Martins, Lucimara; Vazquez, Gerardo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999ApJS..123....3L";}	
1104.004	Popescu, Bogdan; Hanson, M. M.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009AJ....138.1724P";i:1;s:49:"http://adsabs.harvard.edu/abs/2010IAUS..266..511P";}	
1104.007	Koleva, Mina; Prugniel, Philippe; Bouchard, Antoine; Wu, Yue	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2009A%26A...501.1269K";}	Cite http://adsabs.harvard.edu/abs/2009A%26A...501.1269K and put the URL of the ULySS home page in a footnote. If you use the SSP models, also cite http://adsabs.harvard.edu/abs/2008MNRAS.385.1998K.
1104.009	Charignon, Camille; Kostka, Mathew; Konin, Nico; Jaikumar, Prashanth; Ouyed, Rachid	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011A%26A...531A..79C";}	
1104.010	Peng, Chien Y.; Ho, Luis C.; Impey, Chris D.; Rix, Hans-Walter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010AJ....139.2097P";}	
1104.011	Stetson, Peter B.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1987PASP...99..191S";}	
1104.012	Gagunashvili, Nikolai	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012CoPhC.183..418G";}	
1104.013	Mitran, Sorin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ApJS..182..519C";}	
1104.014	Peek, J. E. G.; Graves, Genevieve J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ApJ...719..415P";}	
1105.001	Taylor, Mark	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ASPC..411..510T";i:1;s:49:"http://adsabs.harvard.edu/abs/2006ASPC..351..666T";}	
1105.002	Riffel, Rogério; Borges Vale, Tibério	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011Ap%26SS.334..351R";}	http://adsabs.harvard.edu/abs/2011Ap%26SS.334..351R
1712.008	Coss, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010PhDT.......285C";}	http://adsabs.harvard.edu/abs/2010PhDT.......285C
1105.004	Cameron, R.; Gizon, L.; Daiffallah, K.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007AN....328..313C";}	Please contact schunker [at] mps.mpg.de for the appropriate acknowledgement
1105.005	N-Body Shop	a:2:{i:0;s:77:"http://www.computer.org/csdl/proceedings/ipdps/2008/1693/00/04536319-abs.html";i:1;s:49:"http://adsabs.harvard.edu/abs/2015ComAC...2....1M";}	Please cite http://www.computer.org/csdl/proceedings/ipdps/2008/1693/00/04536319-abs.html, http://www.computer.org/csdl/proceedings/sc/2010/7559/00/75590046-abs.html, and http://adsabs.harvard.edu/abs/2015ComAC...2....1M
1105.006	Hanasoge, Shravan M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007ApJ...664.1234H";}	
1105.007	Khomenko, E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008ApJ...689.1379K";}	
1105.008	Steiner, O.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/1986A%26A...170..126S";}	
1105.009	Birch, Aaron	a:1:{i:0;s:67:"http://www2.mps.mpg.de/projects/seismo/software/BIRCH/dissertation/";}	
1105.010	Almgren, A. S.; Beckner, V. E.; Bell, J. B.; Day, M. S.; Howell, L. H.; Katz, M; Lijewski, M. J.; Malone, C.; Nonaka, A.; Singer, M.; Zhang, W; Zingale, M.	a:3:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ApJ...715.1221A";i:1;s:49:"http://adsabs.harvard.edu/abs/2011ApJS..196...20Z";i:2;s:49:"http://adsabs.harvard.edu/abs/2013ApJS..204....7Z";}	See CITATION file here: https://github.com/BoxLib-Codes/Castro/blob/master/CITATION
1105.011	Shamir, Lior	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJ...736..141S";}	
1105.013	Challinor, Anthony; Lewis, Antony	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PhRvD..84d3516C";}	
1105.014	van Straten, Willem; Demorest, Paul; Khoo, Jonathan; Keith, Mike; Hotan, Aidan; et al.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010PASA...27..104V";}	
1106.001	Arbey, Alexandre	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012CoPhC.183.1822A";}	http://adsabs.harvard.edu/abs/2012CoPhC.183.1822A
1106.002	Prsa, Andrej; Matijevic, Gal; Latkovic, Olivera; Vilardell, Francesc; Wils, Patrick	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ApJ...628..426P";}	
1106.004	Sánchez, Sebastián F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004AN....325..167S";}	
1106.005	Sánchez, Sebastián F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006AN....327..850S";}	http://adsabs.harvard.edu/abs/2006AN....327..850S
1106.006	Devor, Jonathan; Charbonneau, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006ApJ...653..647D";}	
1106.007	Sault, Robert J.; Teuben, Peter; Wright, Melvyn C. H	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1995ASPC...77..433S";}	
1106.009	MacNeice, Peter; Olson, Kevin M.; Mobarry, Clark; de Fainchtein, Rosalinda; Packer, Charles	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000CoPhC.126..330M";}	
1106.010	da Cunha, Elisabete; Charlot, Stéphane	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008MNRAS.388.1595D";}	
1106.012	da Silva, Robert L.; Fumagalli, Michele; Krumholz, Mark	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012ApJ...745..145D";}	
1106.013	Hojjati, A.; Zhao, G.-B.; Pogosian, L.; Silvestri, A.		http://adsabs.harvard.edu/abs/2011JCAP...08..005H and http://adsabs.harvard.edu/abs/2009PhRvD..79h3513Z
1106.014	Gazak, J. Zachary; Johnson, John A.; Tonry, John; Eastman, Jason; Mann, Andrew W.; Agol, Eric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012AdAst2012E..30G";}	
1106.017	Carbillet, M.; Verinaud, C.; Femenia, B.; Riccardi, A.; Fini, L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004SPIE.5490..637C";}	
1106.018	Pogosian, Levon; Yadav, Amit; Ng, Bess; Vachaspati, Tanmay		http://adsabs.harvard.edu/abs/2011PhRvD..84d3530P
1106.019	Li, Feng; Brown, Shea; Cornwell, Tim J.; de Hoog, Frank	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011A%26A...528A..31L";}	
1106.020	Blas, Diego; Lesgourgues, Julien; Tram, Thomas	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011JCAP...07..034B";}	http://adsabs.harvard.edu/abs/2011JCAP...07..034B
1106.021	Foreman, Simon; Moss, Adam; Scott, Douglas	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PhRvD..84d3522F";}	
1106.023	Pogosian, Levon; Vachaspati, Tanmay	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999PhRvD..60h3504P";i:1;s:49:"http://adsabs.harvard.edu/abs/2006astro.ph..4141P";}	
1106.024	Kachelriess, M.; Ostapchenko, S.; Tomas, R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012CoPhC.183.1036K";}	http://adsabs.harvard.edu/abs/2012CoPhC.183.1036K; more citation information is available here: http://elmag.sourceforge.net/refs.html
1106.025	Lewis, Antony; Bridle, Sarah	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002PhRvD..66j3511L";}	
1106.026	Seager, Sara; Sasselov, Dimitar D.; Scott, Douglas	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999ApJ...523L...1S";}	
1107.001	Blondin, Stéphane; Tonry, John L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007ApJ...666.1024B";}	
1107.002	Babusiaux, Carine; Sartoretti, Paola; Leclerc, Nicolas; Chéreau, Fabien	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ESASP.576..417B";i:1;s:49:"http://adsabs.harvard.edu/abs/2011ExA....31..157H";}	
1107.003	Cui, Chenzhou; Fan, Dongwei; Zhao, Yongheng; Kembhavi, Ajit; He, Boliang; Cao, Zihuang; Li, Jian; Nandrekar, Deoyani	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012NewA...17..167C";}	
1107.004	Legeza, Örs; Moca, Pascu; Tóth, Anna; Weymann, Ireneusz; Zaránd, Gergely	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008PhRvB..78x5109T";}	http://adsabs.harvard.edu/abs/2008PhRvB..78x5109T
1107.005	Freeman, Peter; Nguyen, Dan; Doe, Stephen; Siemiginowska, Aneta	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001SPIE.4477...76F";}	
1107.007	Portegies Zwart, Simon	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013CoPhC.183..456P";i:1;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...557A..84P";}	http://adsabs.harvard.edu/abs/2013CoPhC.183..456P
1107.008	Eggleton, P. P.; Tout, Christopher; Pols, Onno; Izzard, Rob; Eldridge, John; Lesaffre, Pierre; Stancliffe, Richard; Church, Ross; Lau, Herbert	a:3:{i:0;s:49:"http://adsabs.harvard.edu/abs/1972MNRAS.156..361E";i:1;s:49:"http://adsabs.harvard.edu/abs/2004MNRAS.348..201E";i:2;s:49:"http://adsabs.harvard.edu/abs/2009MNRAS.396.1699S";}	
1107.009	Ludwig, Marianne; Huege, Tim	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011APh....34..438L";i:1;s:49:"http://adsabs.harvard.edu/abs/2012NIMPA.662S.164L";}	
1107.010	Ruschel-Dutra, Daniel; Riffel, Rogério; Ducati, Jorge Ricardo; Pastoriza, Miriani	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PASP..123.1004R";}	
1107.011	Schombert, James	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007astro.ph..3646S";}	
1107.012	Brinch, C.; Hogerheijde, M. R.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2010A%26A...523A..25B";}	
1107.013	International Consortium Of Scientists	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2007ASPC..376..127M";}	http://adsabs.harvard.edu/abs/2007ASPC..376..127M
1107.014	Williams, Jonathan P.; de Geus, Eugene J.; Blitz, Leo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1994ApJ...428..693W";}	http://adsabs.harvard.edu/abs/1994ApJ...428..693W
1107.015	Kuepper, A. H. W.; Maschberger, Th.; Kroupa, P.; Baumgardt, H.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.417.2300K";}	http://adsabs.harvard.edu/abs/2011MNRAS.417.2300K
1107.016	Lorimer, D. R.	a:1:{i:0;s:50:"https://adsabs.harvard.edu/abs/2003AAS...203.5307M";}	
1107.018	Górski, K. M.; Hivon, Eric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ApJ...622..759G";}	Please see citation information here: http://healpix.sourceforge.net/downloads.php
1108.002	Mandelbaum, Rachel; Hirata, Christopher M.; Leauthaud, Alexie; Massey, Richard J.; Rhodes, Jason	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.420.1518M";}	
1108.003	Calabretta, M. R.	a:1:{i:0;s:64:"http://www.adass.org/adass/proceedings/adass03/reprints/P6-3.pdf";}	
1108.004	Benson, Andrew	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.419.3590B";}	
1108.005	Feng, Yu; Croft, Rupert A. C.; Di Matteo, Tiziana; Khandai, Nishikanta; Sargent, Randy; Nourbakhsh, Illah; Dille, Paul; Bartley, Chris; Springel, Volker; Jana, Anirban; Gardner, Jeffrey	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJS..197...18F";}	
1108.007	Fioc, Michel; Le Borgne, Damien; Rocca-Volmerange, Brigitte	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999astro.ph.12179F";}	
1108.009	Arnouts, S.; Ilbert, O.		http://adsabs.harvard.edu/abs/1999MNRAS.310..540A and http://adsabs.harvard.edu/abs/2006A%26A...457..841I
1108.010	Bolzonella, Micol; Miralles, Joan-Marc; Pelló, Roser	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2000A%26A...363..476B";}	
1108.011	Benítez, Narciso	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000ApJ...536..571B";}	
1108.012	Laboratory For Computational Astrophysics	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/1994PhyD...77..320G";i:1;s:49:"http://adsabs.harvard.edu/abs/2001ASPC..247..231D";}	
1108.016	Dullemond, C. P.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2004A%26A...417..793P";}	http://adsabs.harvard.edu/abs/2004A%26A...417..159D
1108.017	Budaj, Jan; Richards, Mercedes	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004CoSka..34..167B";}	
1108.019	Cranmer, Steven R.; Saar, Steven H.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJ...741...54C";}	
1109.001	Ginsburg, Adam; Mirocha, Jordan		http://adsabs.harvard.edu/abs/2011ascl.soft09001G
1109.002	Christensen-Dalsgaard, J.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2008Ap%26SS.316..113C";}	
1109.003	Baes, Maarten; Dejonghe, Herwig; Davies, Jonathan	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005AIPC..761...27B";i:1;s:51:"http://adsabs.harvard.edu/abs/2015A%26C.....9...20C";}	If you use (portions of) this program in your work, please cite one or more of the relevant papers listed here: http://www.skirt.ugent.be/root/_publications.html
1109.004	Asensio Ramos, Andrés; Trujillo Bueno, Javier; Landi Degl'Innocenti, E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008ApJ...683..542A";}	http://adsabs.harvard.edu/abs/2008ApJ...683..542A
1109.005	Challinor, Anthony; Chon, Gayoung; Colombi, Stéphane; Hivon, Eric; Prunet, Simon; Szapudi, István.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001ApJ...548L.115S";}	
1109.006	Feroz, F.; Hobson, M. P.; Bridges, M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009MNRAS.398.1601F";}	http://adsabs.harvard.edu/abs/2009MNRAS.398.1601F, http://adsabs.harvard.edu/abs/2008MNRAS.384..449F, and http://adsabs.harvard.edu/abs/2013arXiv1306.2144F
1109.008	Copi, C. J.; Huterer, D.; Starkman, G. D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004PhRvD..70d3515C";}	
1109.011	Kuijken, Konrad; Dubinski, John	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1995astro.ph..2051K";}	
1402.023	Lefor, Alan	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....5...28L";}	
1109.012	Sharma, Sanjib; Steinmetz, Matthias	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.373.1293S";}	
1109.013	Townsend, R. H. D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ApJS..191..247T";}	
1109.014	Wang, Yun		http://adsabs.harvard.edu/abs/2000ApJ...536..531W http://adsabs.harvard.edu/abs/2004ApJ...606..654W http://adsabs.harvard.edu/abs/2012PhRvD..85b3517W
1109.015	Mink, Jessica	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1999ASPC..172..498M";}	Depends on usage; see http://tdc-www.harvard.edu/software/wcstools/publications/ for information
1109.016	Space Telescope-European Coordinating Facility (Esa)	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009PASP..121...59K";}	
1109.017	Sabbey, Chris N.; McMahon, Richard G.; Lewis, James R.; Irwin, Mike J.; Babusiaux, Carine	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001ASPC..238..317S";}	
1109.019	ESO's Data Management; Very Large Telescope (VLT) Project Divisions; Canadian Astronomical Data Center (CADC)	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1997ASPC..125..333A";}	
1109.020	Hillier, John	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1998ApJ...496..407H";}	
1109.021	Hubeny, Ivan; Lanz, Thierry	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1995ApJ...439..875H";}	
1109.023	Giocoli, Carlo; Meneghetti, Massimo; Bartelmann, Matthias; Moscardini, Lauro; Boldrin, Michele	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.421.3343G";}	
1110.001	de Vries, Christopher H.; Myers, Philip C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ApJ...620..800D";}	
1110.002	Gondolo, Paolo; Edsjö, Joakim; Bergström, Lars; Ullio, Piero; Schelke, Mia; Baltz, Ted; Bringmann, Torsten; Duda, Gintaras	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004JCAP...07..008G";}	
1110.003	Ryan, R. E., Jr.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011arXiv1110.1090R";}	
1110.005	Feldmann, R.; Carollo, C. M.; Porciani, C.; Lilly, S. J.; Oesch, P.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.372..565F";i:1;s:49:"http://adsabs.harvard.edu/abs/2008arXiv0801.3275F";}	http://adsabs.harvard.edu/abs/2006MNRAS.372..565F
